sku_id,forecast_date,predicted_demand,lower_bound,upper_bound
SKU-01131,2025-10-12,728,716,743
SKU-01150,2024-07-12,140,111,235
SKU-02752,2025-04-16,322,255,345
SKU-02568,2025-10-04,968,871,1019
SKU-02409,2025-03-10,813,759,869
SKU-00496,2023-09-06,599,567,672
SKU-01192,2024-05-19,867,827,954
SKU-01950,2024-11-28,551,508,584
SKU-01326,2023-06-17,226,146,307
SKU-01146,2023-10-14,963,956,1051
SKU-00328,2025-04-07,583,536,621
SKU-01042,2025-07-28,713,665,791
SKU-00064,2025-05-19,166,114,169
SKU-01792,2024-11-02,739,737,759
SKU-01110,2024-01-22,624,591,655
SKU-00167,2023-01-28,329,306,380
SKU-00654,2024-03-31,795,780,883
SKU-02955,2023-04-05,357,303,358
SKU-01624,2024-06-16,256,249,328
SKU-00759,2023-04-22,510,412,543
SKU-01768,2025-08-11,471,414,529
SKU-01360,2025-07-25,972,908,1051
SKU-01580,2024-04-16,83,74,114
SKU-01602,2025-02-01,425,407,471
SKU-00004,2025-03-16,895,824,902
SKU-01016,2024-12-01,902,878,924
SKU-00033,2024-09-18,219,149,263
SKU-01851,2024-02-14,396,328,488
SKU-01528,2023-09-14,394,319,441
SKU-00097,2024-02-05,390,295,472
SKU-01243,2025-06-17,185,133,199
SKU-02269,2024-06-03,883,802,958
SKU-02134,2025-08-25,78,18,161
SKU-00052,2023-02-28,864,857,867
SKU-00172,2025-07-30,948,865,1043
SKU-01211,2025-02-21,863,848,882
SKU-00863,2024-10-28,280,215,369
SKU-00271,2025-08-05,393,309,456
SKU-00209,2025-07-13,870,805,918
SKU-01524,2023-12-19,980,957,1041
SKU-00522,2023-10-23,597,574,681
SKU-01635,2023-11-29,331,271,338
SKU-02295,2024-12-18,987,946,1020
SKU-02728,2025-07-05,128,55,198
SKU-01873,2023-02-10,632,590,693
SKU-02832,2024-05-20,573,530,672
SKU-00108,2024-09-16,809,736,879
SKU-01760,2024-12-10,805,782,813
SKU-02492,2025-04-14,945,899,1009
SKU-00273,2024-04-02,789,732,799
SKU-02564,2025-09-02,364,322,445
SKU-02863,2025-08-21,834,824,904
SKU-01166,2025-09-04,571,494,636
SKU-00420,2023-10-26,644,584,712
SKU-02266,2025-10-02,578,486,625
SKU-00403,2025-01-12,421,415,451
SKU-00261,2023-10-14,155,144,194
SKU-00758,2023-01-07,624,544,715
SKU-00360,2025-07-07,972,934,1055
SKU-02501,2023-07-21,913,901,1012
SKU-02771,2024-07-04,505,456,510
SKU-00026,2025-03-02,684,623,685
SKU-02272,2023-04-26,747,721,808
SKU-00288,2024-06-27,463,377,524
SKU-00528,2024-09-03,144,118,213
SKU-01345,2024-01-10,188,180,202
SKU-00815,2025-10-02,2,0,67
SKU-01195,2024-06-23,846,779,878
SKU-01720,2025-05-12,912,905,943
SKU-02508,2023-10-18,489,407,588
SKU-01204,2023-03-08,431,388,498
SKU-02290,2024-03-03,736,715,802
SKU-01382,2025-03-09,899,817,915
SKU-02182,2024-06-16,987,986,1038
SKU-00043,2023-02-28,239,170,317
SKU-01896,2023-06-12,104,32,142
SKU-02821,2024-12-05,263,220,338
SKU-00282,2024-02-17,489,475,495
SKU-00823,2024-12-01,614,578,615
SKU-01543,2023-02-06,255,218,322
SKU-02433,2024-07-31,542,501,578
SKU-00456,2023-09-18,544,524,567
SKU-01519,2023-06-19,897,878,979
SKU-01010,2024-10-13,948,874,994
SKU-02177,2023-10-31,899,800,900
SKU-01741,2024-10-13,176,105,230
SKU-02130,2023-08-20,453,411,548
SKU-01900,2023-05-22,288,233,384
SKU-00601,2025-02-19,793,701,884
SKU-02073,2025-04-19,562,471,604
SKU-01857,2023-07-10,409,337,467
SKU-00697,2023-01-23,882,849,918
SKU-00303,2023-09-18,512,504,513
SKU-00416,2023-11-13,779,752,864
SKU-01511,2025-02-07,228,191,241
SKU-01771,2024-04-09,807,804,824
SKU-02014,2024-12-29,747,665,780
SKU-00810,2025-03-27,823,727,856
SKU-02353,2025-03-11,491,436,526
SKU-01307,2024-08-30,862,819,936
SKU-01852,2023-02-13,156,68,210
SKU-01943,2023-10-10,656,565,707
SKU-02108,2024-02-24,9,0,44
SKU-00449,2023-05-22,387,306,402
SKU-00702,2024-09-02,257,190,345
SKU-00615,2024-09-21,155,101,195
SKU-01024,2025-08-10,550,500,605
SKU-00409,2025-03-24,389,290,420
SKU-00531,2023-01-31,224,153,317
SKU-01458,2025-10-01,657,580,698
SKU-02156,2024-05-31,581,517,602
SKU-02787,2023-09-25,799,734,890
SKU-00635,2024-12-12,495,486,531
SKU-01364,2025-02-06,487,475,572
SKU-01326,2023-08-02,852,782,859
SKU-01538,2025-02-18,576,492,582
SKU-02068,2023-02-05,76,0,85
SKU-02331,2024-05-30,93,79,136
SKU-01448,2023-09-03,579,531,618
SKU-00962,2023-01-05,645,560,678
SKU-01221,2025-06-07,107,52,113
SKU-02201,2024-04-26,124,69,147
SKU-00493,2025-02-17,51,0,62
SKU-02619,2025-02-22,755,672,801
SKU-01043,2024-07-20,479,382,544
SKU-00331,2023-09-20,756,684,827
SKU-01794,2023-12-31,721,633,761
SKU-00569,2024-01-14,919,876,1000
SKU-00670,2025-06-08,417,399,511
